model,auroc,auprc,prevalence
expr_only,0.847168563893833,0.388772492246064,0.0923761825264329
expr_loeuf,0.83265126723942,0.393403679033074,0.0923761825264329
expr_loeuf_paralog,0.83681845715173,0.414094341471667,0.0923761825264329
full_v1,0.889757374070177,0.509803820222367,0.0923761825264329
