model,mean_auroc,sd_auroc,mean_auprc,sd_auprc,mean_prev,n_runs
full_v1,0.887206542325147,0.00764139275447248,0.490624985976958,0.0281219225246476,0.088313856427379,5
expr_loeuf_paralog,0.80127627624892,0.0859851309490754,0.351585122985906,0.0741423568355199,0.088313856427379,5
expr_only,0.802199521577057,0.0942370676701066,0.325321437895033,0.0872089049491771,0.088313856427379,5
expr_loeuf,0.782764761275965,0.0774858146369571,0.31065641063671,0.114545750750562,0.088313856427379,5
